Tabf21,Tabf22,Tabf23,Tabf24,Tabf25,Tabf26,Tabf27,Tabf28,Tabf29,Tabf210,Tabf211,Tabf212,Tabf213,Tabf214,Tabf215,Tabf216,Tabf217,Tabf218,Tabf219,Tabf220,Tabf221,Tabf222,Tabf223,Tabf224,Tabf225,Tabf226,Tabf227,Tabf228,Tabf229,Tabf230,Tabf231,Tabf232,Tabf233,Tabf234,Tabf235,Tabf236,Tabf237,Tabf238,Tabf239,Tabf240,Tabf241,Tabf242,Tabf243,Tabf244,Tabf245,Tabf246,Tabf247,Tabf248,Tabf249,Tabf250,Tabf251,Tabf252,Tabf253,Tabf254,Tabf255,Tabf256,Tabf257,Tabf258,Tabf259,Tabf260,Tabf261,Tabf262,Tabf263,Tabf264,Tabf265,Tabf266,Tabf267,Tabf268,Tabf269,Tabf270,Tabf271,Tabf272,Tabf273,Tabf274,Tabf275,Tabf276,Tabf277,Tabf278,Tabf279,Tabf280,Tabf281,Tabf282,Tabf283,Tabf284,Tabf285,Tabf286,Tabf287,Tabf288,Tabf289,Tabf290,Tabf291,Tabf292,Tabf293,Tabf294,Tabf295,Tabf296,Tabf297,Tabf298,Tabf299,Tabf2100,Tabf2101,Tabf2102,Tabf2103,Tabf2104,Tabf2105,Tabf2106
373,-41,1395,8.06955873317828e-27,-6.29421347004762e-23,2.08042032567457e-19,-3.77986552398193e-16,4.09078775810036e-13,-2.66282737627059e-10,9.92712354776196e-08,-1.83795526633557e-05,0.0014953670037104,-0.498982281919039,0.00338510281672029,-504.533988869371,486.089591892677,-3.41965928157173e-24,7.30038853852772e-23,2.59500732784002e-18,2.35659075959934e-17,-7.26845305605238e-13,-1.75266139362746e-11,9.287066551554e-08,1.8883097620568e-06,-0.00679917023795815,-0.0163291865634255,-14.3082464917924,-547.302451058067,447.914305378811,2.50135585382615e-25,4.43661556446037e-22,1.41166123082558e-19,-1.91879922797442e-16,-1.11429587302371e-13,2.87749721410532e-11,2.23949393640304e-08,-1.74472410582583e-06,-0.00257032108923821,0.0436569835472378,-10.8119835850756,-449.699496372381,389.053839422309,-3.6055744596857e-24,-7.64781032755636e-22,1.69403956643704e-18,2.75905036346861e-16,-3.12987288810176e-13,-3.36869198971798e-11,2.92307574030093e-08,1.77037995238986e-06,-0.00228931314198605,-0.0357311720447574,-9.99787274588179,-447.577196782887,385.870390038068,-5.24371751915061e-123,-4.09108193258018e-120,4.88431039899096e-117,1.97059722705716e-114,3.64504958180357e-112,6.23742331699053e-108,-1.16014506234149e-105,-9.0913667014976e-102,-1.00593111130378e-99,5.62722498486328e-96,1.66677026576832e-93,-1.87335566592053e-90,-9.43541202660304e-88,2.8195113515308e-85,2.87585375159829e-82,2.56900985425057e-80,-4.45861112954064e-77,-1.97578801181157e-74,-4.30237726588088e-73,2.84303001888305e-69,1.8419156766039e-66,3.816592796122e-64,-4.32571744871214e-61,-2.46261797943714e-58,5.11058125727945e-56,5.55105843464027e-53,-2.34729884349023e-51,-7.93762726716566e-48,-2.52298641512676e-46,8.06142636593559e-43,5.87555623373742e-41,-6.05073050649868e-38,-5.83648319621201e-36,3.40451809695438e-33,3.68769670509706e-31,-1.4367560391454e-28,-1.59543166798776e-26,4.50144607944522e-24,4.77209628272053e-22,-1.02422462808003e-19,-9.66182344401771e-18,1.62835163233231e-15,1.26144573301782e-13,-1.69353710372687e-11,-9.77349332958273e-10,1.02426182087338e-07,4.02131438763521e-06,-0.000282438280270759,-0.013862451039935,0.171249354333906,-9.41424840931309
374,-133,1264,-1.45817548944323e-26,6.95745050919457e-23,-1.24472768442461e-19,9.04101913000111e-17,3.21006403840417e-15,-4.42013005627228e-11,2.35281970857982e-08,-2.95785285050789e-06,-0.000207261935020621,-0.440382681396288,-9.06734510374461,-498.820490928333,505.778756784107,-1.79730895354397e-25,3.16096392976883e-22,2.89827392633751e-19,-1.73901346731151e-16,-1.31680156277579e-13,3.21832265505102e-11,2.561792731656e-08,-2.3817698952633e-06,-0.00362139209909412,0.0676149670813015,-16.9156107797267,-544.983695234311,618.810949365889,1.01525372090708e-25,-8.30992859339912e-23,-5.08806017615295e-20,4.89773342681746e-17,2.2166745385083e-15,-8.10831266468544e-12,2.07023095470171e-09,2.0702223975036e-07,-0.000919511133521865,0.0188135455427693,-31.2067525006683,-512.153471440024,595.000074935128,-7.14370489970668e-26,9.79719146998396e-23,7.33484219850202e-20,-8.0048984564095e-17,-2.64433254526551e-14,2.33286815320062e-11,4.1531173816574e-09,-2.7922838042265e-06,-0.000940379674116495,0.105193695441297,-15.5969845855728,-511.178845364374,593.000703031156,1.07891061387026e-122,-6.49123388383067e-120,-2.81599947630732e-116,1.55642266341221e-113,3.3527930680925e-110,-1.65800885793805e-107,-2.38580419711395e-104,1.01181976398117e-101,1.10594508937659e-98,-3.7056395428617e-96,-3.31601657432901e-93,6.89133930210268e-91,5.17601522850589e-88,4.07700137385269e-86,5.01636616405779e-83,-6.39430686108279e-80,-5.80509549246288e-77,1.82436118681153e-74,1.97256676338765e-71,-2.19003298935649e-69,-4.39737469291836e-66,-1.85880827101857e-64,7.26802176975484e-61,1.36216746965478e-58,-9.27711199333775e-56,-3.10542684095096e-53,9.27774934009878e-51,4.5389475228938e-48,-7.27417736323881e-46,-4.77479145312273e-43,4.42478071509859e-41,3.74718739923777e-38,-2.03822973102837e-36,-2.21329822423757e-33,6.76586337019214e-32,9.78251884138678e-29,-1.43172378102347e-27,-3.1804278181019e-24,1.03971495167341e-23,7.38810740951807e-20,3.98569373065735e-19,-1.17321251526838e-15,-1.46120595065753e-14,1.19111164769239e-11,2.18539994983065e-10,-6.94855843201896e-08,-1.50662110028469e-06,0.000189972537181805,-0.000330094315542693,-0.0906771832292799,-15.1533306014635
375,-139,1250,8.49623520406735e-27,-3.09186258496235e-23,2.70935549729843e-20,2.78132339460781e-17,-6.40245081726089e-14,4.02852085956214e-11,-9.66749215427584e-09,1.39148965395655e-06,-8.96591368050838e-05,-0.528674880686789,-0.794565976922821,-495.695379289423,483.039845572878,-2.84941809601689e-24,2.82399246935467e-22,2.22977343237691e-18,-1.34714372333182e-16,-6.78530452564468e-13,2.26672932136249e-11,1.0050490776227e-07,-1.60156947134962e-06,-0.00858008188754292,0.0302161325370243,-14.3173928401139,-538.754536441517,497.633083287264,-1.12735286160504e-24,1.92886891477119e-22,9.18311773576465e-19,-1.24190775642435e-16,-2.80778359604512e-13,2.81162275962789e-11,3.99903039151136e-08,-2.69549533841778e-06,-0.00352345730834872,0.0974491810387713,-20.4391665432717,-561.781505904543,553.013117350907,-8.1567028064339e-25,-2.00559785646573e-23,7.1958088612546e-19,1.52007331077561e-17,-2.38520808214573e-13,-4.31746693543366e-12,3.65008072705487e-08,5.36418550094117e-07,-0.00321732557364697,-0.0227983046661101,-14.4745695998472,-559.783667764961,547.879072268829,-5.13188584079205e-122,-1.55716691735281e-119,1.24835831688951e-115,3.98269986057107e-113,-1.3714838261361e-109,-4.65794922564666e-107,8.89943114795115e-104,3.27772201514156e-101,-3.71537154195069e-98,-1.52883314299217e-95,9.9865165707449e-93,4.85005019360907e-90,-1.5100484644107e-87,-9.927854727306e-85,2.1634898888009e-83,8.92362895772123e-80,3.82140963603688e-77,1.84974040519873e-74,-3.98260727162225e-72,-9.56911956759802e-69,-1.89138428575885e-66,2.20171367558521e-63,8.47547743418941e-61,-3.42800198127953e-58,-1.85823918679505e-55,3.93627625552848e-53,2.74935458614064e-50,-3.42161629036897e-48,-2.98314452423255e-45,2.25469963036138e-43,2.44766873892434e-40,-1.10487677082143e-38,-1.5334808581827e-35,3.8107804656893e-34,7.31920192936062e-31,-7.75293355568313e-30,-2.63082185590672e-26,1.18117599088847e-27,6.97330624934333e-22,5.70831953780545e-21,-1.31854326837531e-17,-1.96537374675782e-16,1.68763646537333e-13,3.44986037372554e-12,-1.3375255876369e-09,-3.28892979377801e-08,5.59755928594975e-06,0.000143019446482051,-0.0161953658785491,-0.123491335491604,-14.3833133199659
376,-128,1176,-5.21333653066996e-27,1.69818763212519e-23,-7.93280686347231e-21,-3.35328477933579e-17,5.60956462359946e-14,-3.19066619113974e-11,2.91127021748921e-09,3.30121074600405e-06,-0.000257042955018258,-0.488863739437628,2.23112247427397,-444.019425724744,481.917366801731,-5.33003749338947e-24,1.0934851029615e-22,3.3067080853265e-18,1.00093851660815e-17,-7.91901688075403e-13,-1.56644388553682e-11,9.15757083008711e-08,2.45250224007312e-06,-0.00661458356542664,-0.122572836620815,-19.5389885096624,-506.500781973804,553.06454511412,-2.28442202107297e-26,-1.25609399332016e-23,3.63047400466315e-20,7.6150936435228e-18,-2.17766858112188e-14,-1.56872952440856e-12,5.54547165631998e-09,1.51881982126944e-07,-0.00145607809403762,-0.00932936901578727,-18.0170027172787,-549.129544645541,559.829453286458,-2.50045484783176e-25,-5.04834609381893e-23,1.97589842227714e-19,3.01825917332836e-17,-5.8704117293006e-14,-4.14312506027059e-12,8.67914508524181e-09,-3.8518114209478e-08,-0.00145756822471049,0.0139319160214837,-13.4752786205762,-547.218018243128,531.899011757175,8.9494346892884e-121,-8.67876955898307e-118,-1.4393236335215e-114,1.54910927558012e-111,9.98457336475641e-109,-1.21099216645547e-105,-3.91154538178131e-103,5.30287313849376e-100,1.01737800294512e-97,-1.34052437754476e-94,-2.50918521402216e-92,1.58826950240233e-89,8.39587534120322e-87,5.51497238761106e-85,-2.70052809078672e-81,-1.37232968075791e-79,5.65240750174715e-76,-1.98291628746432e-73,-4.58480335385345e-71,9.76387791711027e-68,-1.16808151054129e-65,-2.44182352998619e-62,5.08242616938818e-60,4.0882156360305e-57,-1.02145729989471e-54,-4.97819037347506e-52,1.3745920281268e-49,4.55568813598045e-47,-1.34782527236683e-44,-3.16748532607255e-42,9.90995086926779e-40,1.66841608414254e-37,-5.50106720884678e-35,-6.55645216944272e-33,2.29066081543066e-30,1.86296166650673e-28,-7.02764912612851e-26,-3.60359672440754e-24,1.53958640395052e-21,4.12676801687468e-20,-2.29034961965176e-17,-1.43091358258412e-16,2.13073015826065e-13,-2.59959567273712e-12,-1.07026461106665e-09,3.44854373966348e-08,2.20545825286791e-06,-0.000141713728547469,-0.00768710672756915,0.0374180533028802,-16.3333964031302
377,-15,1379,1.08500914671225e-25,-7.21773888924355e-22,2.03137555172012e-18,-3.14879008726201e-15,2.9306549834574e-12,-1.67219924933554e-09,5.6993474462249e-07,-0.000106115980812803,0.00889615363235648,-0.622402583464059,1.9797393741722,-416.277815755572,515.451499922953,-4.9199624194472e-24,8.64202532667662e-22,3.164954424146e-18,-3.35100717800599e-16,-8.21454468750299e-13,3.83497574560595e-11,1.06347330392012e-07,-7.62275929955477e-07,-0.00810057143413797,-0.091085208304903,-20.0062106603675,-548.257507539771,572.531734333096,-6.71998172525826e-25,1.34673814355721e-22,4.85088903864161e-19,-6.99180926073199e-17,-1.28056938755283e-13,8.66899842904955e-12,1.59705538350015e-08,2.99047507260188e-07,-0.0017851857651479,-0.0604156728254653,-14.3345392467947,-571.514857656381,559.470880352373,4.78073072876657e-25,1.65188621133509e-23,-4.6269209663859e-19,-2.43834920750854e-17,1.52144464201637e-13,9.1591060261598e-12,-1.90657141037955e-08,-1.14994194632903e-06,-0.000102538419295047,0.0276390252147859,-23.9801978245801,-535.450929699023,552.480894345702,-2.57711713110292e-123,-3.94631760048728e-119,8.60637362420364e-116,1.13532397271596e-113,-1.20703451327105e-109,3.24191819283083e-107,7.36346316283329e-104,-2.90236039311854e-101,-2.48893620021469e-98,8.82372773267611e-96,5.08390802392767e-93,4.79660869247275e-91,-7.07284995984841e-88,-1.28630903919422e-84,8.21796968007841e-83,4.84083463146332e-79,7.69689541504404e-78,-9.61561221134207e-74,-1.44920756480105e-71,9.18697492054724e-69,6.51705703942653e-66,5.43933168720746e-64,-1.75069289038927e-60,-3.56729414520642e-58,3.2470962416802e-55,6.86207043705237e-53,-4.40990991574699e-50,-8.5340969558411e-48,4.51252846802356e-45,7.74267910236318e-43,-3.52462910780119e-40,-5.32189501879381e-38,2.10755936415056e-35,2.79830885345365e-33,-9.59994633157758e-31,-1.11959518427634e-28,3.29042635572214e-26,3.3532065938192e-24,-8.31604219043559e-22,-7.3222989195893e-20,1.50294835132176e-17,1.12337015890773e-15,-1.85395378908954e-13,-1.15039091662478e-11,1.44599066684948e-09,7.27954645299635e-08,-6.07602164500267e-06,-0.000246424662795373,0.00185595260864496,0.216273113162937,-20.801448655221
378,-84,1345,3.44220140697525e-27,-2.8858665931203e-23,9.65325632728673e-20,-1.6979401244373e-16,1.7077645147279e-13,-9.75712707607895e-11,2.75526799194314e-08,-1.33528785043861e-06,-0.000448498026563593,-0.396666095241179,1.9702534911668,-373.54765722743,385.310020884691,-1.06332264594079e-23,1.39568814404486e-21,5.91991020437718e-18,-3.6135958643695e-16,-1.35082066023757e-12,2.72187020198857e-11,1.54391127288139e-07,-3.76697479047265e-07,-0.010213178134061,-0.0280590434573879,-6.30927684591032,-527.170861678886,499.519299174633,-8.21558486720349e-25,-6.65103040930514e-23,6.14446334841082e-19,3.33087531089188e-17,-1.75999169177951e-13,-4.39530277795486e-12,2.38424767132299e-08,-4.05437775364006e-08,-0.00259028607870825,0.0212329650725419,-16.2053392032073,-533.845165884896,522.273781846641,3.06297003956086e-25,1.99933442513984e-22,-1.28793847262373e-19,-1.14687164761245e-16,3.86498137948523e-15,2.30231982668547e-11,4.30555808979591e-09,-1.93559246286228e-06,-0.00136730420716332,0.0559190695342892,-15.6891843964977,-529.835623721384,519.273797086862,-3.85708029994725e-117,-1.55818743284759e-114,5.37262613463051e-111,2.20317725552316e-108,-3.33262485364466e-105,-1.37524018344604e-102,1.19789296705672e-99,4.86183964189129e-97,-2.70484532450825e-94,-1.00268535778331e-91,3.88522860043311e-89,9.11899554027555e-87,-3.72994243457067e-84,1.06160415024465e-81,4.68024333479452e-79,-4.90056303723617e-76,-1.35321830064499e-73,7.71469219915009e-71,3.41751940812765e-68,-5.70875365894125e-66,-5.88499701207098e-63,-1.3050064463472e-61,7.19306822679683e-58,8.78100845947087e-56,-6.48865822956864e-53,-1.18944809564568e-50,4.40736477093211e-48,9.99278723215276e-46,-2.2664633352167e-43,-5.96041224534335e-41,8.76250572953537e-39,2.62793043271971e-36,-2.49322417438522e-34,-8.65813471177714e-32,4.9883642924401e-30,2.12401123738375e-27,-6.28590511178006e-26,-3.82730668822467e-23,3.05640850539564e-22,4.95047989413427e-19,4.34075014462411e-18,-4.44357373746396e-15,-9.66610914570298e-14,2.63821859245758e-11,8.51036275921159e-10,-9.65975450444008e-08,-3.90676962363014e-06,0.00019119021681136,-0.00124730064315822,-0.160627664871972,-9.28143464599482
379,-113,1328,-2.18287134458104e-26,1.2756622493883e-22,-3.03605544999696e-19,3.73285087519821e-16,-2.45146810082739e-13,7.70251310567618e-11,-6.89439446924381e-09,1.53826250569594e-07,-0.000298796204289284,-0.361898821235707,-1.06172218285715,-502.864526813082,506.877852333318,-5.12110992249249e-24,2.597921335868e-22,3.72031202973415e-18,-1.35039482959709e-16,-1.0288517834672e-12,2.35501362598381e-11,1.35513386746348e-07,-1.45937389565259e-06,-0.00991065109607514,0.0060771982056101,-14.3374490688283,-511.853233924348,521.291220832982,-1.0885015890371e-24,1.76590558272748e-22,8.81590201509452e-19,-9.62308897562468e-17,-2.73870032806086e-13,1.67152296710393e-11,4.08650495130109e-08,-9.19086898657058e-07,-0.00391084423291234,0.00801403486839249,-17.1004668330811,-516.626315781584,527.446724428011,-3.75230242842689e-25,1.38457805995214e-23,3.45468764062222e-19,-7.31627263166173e-18,-1.17625831179001e-13,1.50935487067968e-12,1.87658087870222e-08,-2.82232260517777e-08,-0.00225496682997276,-0.0145575033418679,-19.0117018596261,-514.634951492914,526.429636295247,-1.90062604300538e-123,2.08600428544953e-120,5.44273433782967e-117,-5.5772718866337e-114,-7.4113600767942e-111,6.81823036560887e-108,6.33957336645807e-105,-5.01071051492618e-102,-3.76964664408491e-99,2.43435218386534e-96,1.61661566237965e-93,-7.98630847993045e-91,-4.948858520502e-88,1.65154185960485e-85,9.79911118418042e-83,-1.25050657371456e-80,-6.07090180303014e-78,-4.71928784292666e-75,-3.70185990861174e-72,2.15818094137354e-69,1.67914015598296e-66,-4.87973746416067e-64,-4.12991656234452e-61,7.37955811433268e-59,7.17154854915432e-56,-7.79359442457448e-54,-9.39424591474555e-51,5.42454348620137e-49,9.50051929986097e-46,-1.71615841625454e-44,-7.46778610153167e-41,-1.0434871067105e-39,4.55318714891748e-36,1.82535750023666e-34,-2.13606826588635e-31,-1.29730316766048e-29,7.61007426357917e-27,5.71971671006038e-25,-2.02242850602862e-22,-1.64572600247865e-20,3.92108961671739e-18,2.9941416171085e-16,-5.40699162504796e-14,-3.11650516843628e-12,5.14178053348271e-10,1.44903536508043e-08,-3.04142012419897e-06,-9.59107898557001e-06,-0.000205865796924068,-0.00406794923089402,-19.0170763273595
38,-83,1293,-8.4499719987521e-28,-3.88582671903222e-24,3.89048895722349e-20,-1.06170604033511e-16,1.432209714274e-13,-1.05479231994351e-10,4.03048630379061e-08,-5.65006231569847e-06,-0.000177754268712904,-0.335987690031232,2.45721809891328,-376.812196146458,397.14696574131,-2.90411206018728e-23,4.07438555062305e-21,1.25619790300711e-17,-1.37610974012687e-15,-2.12299624886786e-12,1.54708034531054e-10,1.80375872148195e-07,-6.31545688370794e-06,-0.00972025877574575,0.047178406830994,-12.457581557242,-491.747168356036,507.561522226235,-1.14007026458679e-24,2.7350662747761e-22,7.70281711243894e-19,-1.52343946755811e-16,-2.03879292238084e-13,3.07613427115322e-11,2.67174106704937e-08,-2.53722498309085e-06,-0.00282930489708029,0.0583028879099265,-17.5309851576932,-502.672746638126,454.973650425809,-1.62392240756005e-24,1.13335705760235e-22,1.01662270501025e-18,-6.63413532630194e-17,-2.36232698751416e-13,1.22623138564478e-11,2.57932052170036e-08,-6.63022171661869e-07,-0.00214178557542672,0.000999879548014599,-9.86033926570385,-500.750294324116,452.906574448848,3.82989579228027e-117,-2.39730358331189e-114,-4.79840031558343e-111,3.20524356506123e-108,2.61471286690084e-105,-1.8982259319152e-102,-7.91234218915395e-100,6.41173035101831e-97,1.37254237604502e-94,-1.28958587256911e-91,-1.16840481275093e-89,1.28626802085816e-86,2.54793767212814e-85,5.33166103726565e-82,-1.62827265540677e-79,-3.76196756324633e-76,9.15529455553352e-74,5.397463804332e-71,-2.12892217112314e-68,-2.43123178758926e-66,2.95009940232702e-63,-4.22413063534016e-61,-2.6601003556048e-58,9.98526589782723e-56,1.49391107254915e-53,-1.12413036623638e-50,-3.29692293242718e-49,8.47150464395071e-46,-2.47908465210868e-44,-4.61370441177945e-41,3.01791001816658e-39,1.85405072994014e-36,-1.68151942338383e-34,-5.47270133267172e-32,6.03338539367643e-30,1.15639068824775e-27,-1.47662224099695e-25,-1.65241739966766e-23,2.4492276403289e-21,1.39703996367492e-19,-2.62628410143946e-17,-3.94401540951447e-16,1.63373420523935e-13,-3.48638954174261e-12,-4.33967375049396e-10,2.88048213517105e-08,-2.05352436763382e-07,-4.77643010950079e-05,-0.00677332799019338,0.0144746336034046,-13.2612081384061
380,-122,1280,3.27801488486699e-26,-1.87410391897416e-22,4.44205548598571e-19,-5.61440486544507e-16,4.01865260126436e-13,-1.54868980847924e-10,2.2702255985694e-08,3.26036965231087e-06,-0.000679318331886901,-0.584024186866882,0.990854398973427,-438.048148814465,477.866465489983,-3.39116750058351e-24,2.53085394598113e-22,2.40025956156909e-18,-1.90857202262232e-16,-6.55335803741021e-13,4.80295309247674e-11,8.77788379155966e-08,-5.01476062149267e-06,-0.00708762579521542,0.147392065325613,3.62765717874977,-503.032966589874,514.334492136635,1.95830694059096e-25,7.45156764665884e-25,-3.82261936948202e-20,1.12086838557406e-17,-2.37636756220703e-14,-3.45344431372455e-12,8.65893309801504e-09,-3.087374528858e-08,-0.00182093974640802,0.0356432177928593,-4.77666226082104,-444.415744570595,373.887995347668,1.21479229557221e-24,-5.96851899075166e-22,-6.9691145359268e-19,2.0337669567675e-16,1.15497387296817e-13,-2.56128118793965e-11,-4.66304869010926e-09,1.30754929783565e-06,-0.00100796055959236,-0.0100144656902465,-5.81963142595285,-439.601009286583,370.800946274273,-6.91008737828502e-121,3.30607593834061e-118,1.44061795277133e-114,-7.01531376676135e-112,-1.33747407886317e-108,6.71411650112153e-106,7.16108795200727e-103,-3.79531801514861e-100,-2.35506419375053e-97,1.38704516704889e-94,4.43344382024414e-92,-3.33908996500263e-89,-2.46976077239895e-87,5.06212624050062e-84,-7.70651498686013e-82,-4.26752003166102e-79,6.64500667568311e-77,3.63981156455245e-74,7.673541283199e-71,-1.9097364811276e-68,-3.38269723069261e-65,7.31655367631564e-63,7.87083549506109e-60,-1.66276868448823e-57,-1.25481424484755e-54,2.56954097594218e-52,1.4809699936628e-49,-2.88751406962765e-47,-1.33499300191636e-44,2.43235087529532e-42,9.30092455263221e-40,-1.5532819984547e-37,-5.01161241249689e-35,7.51319994549734e-33,2.07217702904397e-30,-2.72377208354799e-28,-6.46942330348262e-26,7.25221068943215e-24,1.48576747988545e-21,-1.37307402646381e-19,-2.41051336644296e-17,1.75871025810693e-15,2.58900296876641e-13,-1.40608175979764e-11,-1.63878566928786e-09,6.04769813991485e-08,4.73859476773739e-06,-9.85450455298353e-05,-0.00761231463968614,0.102331143245646,-3.83339499406549
381,-157,1284,-1.47873468307032e-26,9.28555594514809e-23,-2.37500802557241e-19,3.15983107566945e-16,-2.289501935056e-13,8.31449461998736e-11,-9.41650335297267e-09,-1.35317683965529e-06,0.00019546972642756,-0.223216790237961,0.973779384943821,-472.80063333313,488.764734738934,-7.01509034988104e-24,-2.25632949718389e-22,4.57485243160348e-18,1.58501759300629e-16,-1.13734245707682e-12,-3.81440709369991e-11,1.34766123309222e-07,3.75271301455845e-06,-0.00914324132630371,-0.123370751690569,-20.2993147389507,-547.92561996431,505.353235269522,-1.40939502455021e-24,-1.16978829187944e-22,1.0475693749588e-18,6.23172285853906e-17,-2.95795812975288e-13,-1.06624809926583e-11,4.14471863107335e-08,6.29538802922467e-07,-0.00405492909075268,-0.00367689873863626,-15.4588026870394,-510.224550454085,532.67849413032,-8.79155256864408e-25,-9.51284882693857e-23,7.25374357726388e-19,5.48902926041619e-17,-2.30335572464628e-13,-1.00823115335664e-11,3.57301598270503e-08,5.66989455276125e-07,-0.00361836370732397,-0.00171099796966342,-17.1660269529355,-508.228440459994,527.682406659638,1.79344109135914e-121,1.52160124352079e-120,-4.46033727692683e-115,-1.37470521517225e-113,5.10223947954703e-109,2.75577536246219e-107,-3.53565829889866e-103,-2.78188911108317e-101,1.63754738014367e-97,1.74163255392611e-95,-5.21668323223096e-92,-7.36792128819405e-90,1.09403276472985e-86,2.17339032475761e-84,-1.09999994814464e-81,-4.39149312314551e-79,-1.6469035812668e-76,5.30149655791648e-74,1.00310520486265e-70,-4.9952759324901e-70,-2.47102135773563e-65,-1.32624900944741e-63,4.11947693148471e-60,3.2512406386467e-58,-5.12604353136784e-55,-4.67914110485996e-53,4.91844845080105e-50,4.71276967974881e-48,-3.6738776825733e-45,-3.45974625387941e-43,2.12917075394314e-40,1.84738240392478e-38,-9.43438191522328e-36,-6.91307385239243e-34,3.10228195622622e-31,1.62181940216712e-29,-7.13065600755016e-27,-1.35920144636067e-25,9.82067166639424e-23,-4.76427933754747e-21,-2.75073925875819e-19,1.90315195332369e-16,-1.71562828242256e-14,-3.05097390128815e-12,3.27514065870047e-10,2.43191655628907e-08,-2.31516365342767e-06,-8.06002915519213e-05,-0.00377871273550724,-0.0532242396626042,-17.3497681923064
382,-142,1261,1.57333080632569e-26,-8.32081795284546e-23,1.77875789579107e-19,-1.94421733855024e-16,1.10318162947838e-13,-2.47605519369192e-11,-4.5334046646904e-09,3.51342524612778e-06,-0.000139444683420908,-0.536261744404446,0.914767512076569,-494.954295686163,505.758746380418,-3.2739877036411e-24,1.24806504406626e-22,2.2587574459147e-18,-7.11543666617486e-17,-5.99501581964163e-13,1.51794736952491e-11,7.56755959065655e-08,-1.37268184499568e-06,-0.005848481079911,0.0458782806433618,-17.0129253430347,-583.83845627803,596.444976385484,1.23690396270233e-25,2.491710977071e-23,-9.91902084531471e-20,-1.81920445879286e-17,2.18534938270178e-14,3.86861137613612e-12,-5.56111896259439e-10,-2.05868289127669e-07,-0.00105788896589619,0.00462099867050915,-10.9830665775916,-569.543381261263,574.331544529347,-1.86451847239137e-25,-1.55185229092542e-23,1.71683198150054e-19,9.48148163285569e-18,-6.09104844526001e-14,-2.13330429559782e-12,9.74828651562663e-09,1.52496360784535e-07,-0.00137112005326728,0.00787617890892157,-17.1361733361621,-564.66576948608,566.092033139425,-4.32597002336583e-123,1.56690358137638e-119,1.51811442831571e-117,-3.47744955755774e-113,8.54264570382813e-111,3.47080773729831e-107,-1.26713590447717e-104,-2.03407256477639e-101,8.73504498889761e-99,7.59103632737888e-96,-3.58302841976938e-93,-1.77671323672924e-90,8.90988048223295e-88,2.05918363228647e-85,-1.02596629833476e-82,1.55916114630385e-80,-1.3410375537538e-77,-1.09845255409688e-74,8.54391429828094e-72,1.94303337559194e-69,-1.90002879376825e-66,-9.92276481494199e-65,2.4766248146968e-61,-2.96024038934438e-59,-1.74860857319608e-56,8.65781220063019e-54,-1.17084552721397e-52,-1.2773121721135e-48,1.87865751305823e-46,1.28842865548901e-43,-2.45062877824394e-41,-9.58362475356358e-39,1.88861750194118e-36,5.39209134729506e-34,-9.94871438337912e-32,-2.30292722133231e-29,3.70598390025402e-27,7.37538365765183e-25,-9.76133984488432e-23,-1.72112481444901e-20,1.78560004865601e-18,2.78247740272093e-16,-2.1989054529054e-14,-2.85562146458949e-12,1.73695170192068e-10,1.55326011281179e-08,-7.23159018151564e-07,-2.1845176278185e-05,-0.00473233982932825,-0.0537050287931164,-14.7252182963613
